ID Cliente,Nome do Cliente,Data da Instalação,Tipo de Instalação,Endereço (Rua),Bairro,Cidade,Estado,CEP,Valor do Serviço (R$),Tipo de Pagamento,Nº Parcelas,Instituição Financeira,Origem do Cliente,Avaliação (1-5),Comentário do Cliente,Sistema (kWp),Nº de Placas,Indicação de Quem?,Vendedor Responsável
CLI541,Isabelly Ramos,2024-09-18,Rural,"Setor de Pereira, 160",Vista Do Sol,Pires de Cunha,RR,40201-855,42522.46,Boleto,0,,Site da Empresa,5,Consequatur dicta quod labore.,6.5,21,,Carlos Oliveira
CLI542,Julia Santos,2023-06-20,Rural,"Colônia Pires, 1302",Belvedere,Brito de Viana,AC,27323-843,60797.43,Financiamento Bancário,84,Nubank,Feira/Evento,5,Doloremque illum cumque corrupti itaque.,3.8,10,,Eduardo Costa
CLI543,Igor Nogueira,2025-02-18,Comercial,"Loteamento de Novais, 879",Boa Esperança,Rezende de Abreu,RR,87649501,18451.01,À Vista,0,,Site da Empresa,2,Assumenda consequatur corrupti consectetur rem sapiente architecto.,2.4,7,,Bruno Silva
CLI544,Luana Caldeira,2024-02-14,Rural,"Recanto Guerra, 396",Mariano De Abreu,da Rocha do Galho,MG,63844-642,70458.76,Financiamento Bancário,36,Nubank,Feira/Evento,3,Quaerat enim impedit quibusdam dolore dignissimos vel.,9.4,31,,Eduardo Costa
CLI545,Srta. Catarina Monteiro,2023-11-05,Industrial,"Praia Casa Grande, 1636",Jaqueline,Almeida do Amparo,RJ,36630796,65672.04,À Vista,0,,Outro,5,,3.3,9,,Fernanda Lima
CLI546,Matheus Montenegro,2023-12-18,Rural,"Jardim Raul Monteiro, 1093",Vila Calafate,Moreira,BA,82498640,59947.63,Boleto,0,,Feira/Evento,2,Iste id necessitatibus aspernatur doloribus temporibus similique.,15.8,44,,Carlos Oliveira
CLI547,Lorenzo Ferreira,2025-04-06,Comercial,"Colônia Apollo Costa, 852",Belmonte,Jesus,PR,17624-750,6364.24,À Vista,0,,Google,5,Perspiciatis ab eaque reiciendis aliquam praesentium.,11.3,39,,Diana Santos
CLI548,Cauê Araújo,2024-09-22,Residencial,"Avenida de Castro, 961",Boa Viagem,das Neves da Prata,MT,11447017,53223.84,À Vista,0,,Site da Empresa,2,,8.2,23,,Ana Clara
CLI549,Thomas Pacheco,2024-11-14,Comercial,"Colônia Araújo, 1919",Centro,Montenegro,SE,93415531,68043.83,Financiamento Bancário,60,Nubank,Feira/Evento,3,Saepe cupiditate tenetur recusandae illum labore atque.,18.4,49,,Eduardo Costa
CLI550,Ana Beatriz Aragão,2025-05-11,Industrial,"Sítio Brito, 629",Santana Do Cafezal,Albuquerque,GO,68540-696,31811.55,Cartão de Crédito,6,Mastercard,Parceria,1,Quisquam occaecati voluptatibus.,5.2,16,,Eduardo Costa
CLI551,Antonella Pinto,2023-12-21,Industrial,"Esplanada Mendonça, 292",Vila Paraíso,Nunes,BA,03034-416,69471.73,Financiamento Bancário,84,Bradesco,Indicação,1,Assumenda adipisci aperiam id dolorum.,6.4,21,Luiz Fernando Dias,Eduardo Costa
CLI552,Sr. Enzo Gabriel Pastor,2023-06-10,Comercial,"Pátio Samuel Carvalho, 1532",Suzana,Cunha da Serra,MT,30125-455,56098.02,Boleto,0,,Site da Empresa,5,Quis neque quia quisquam sed.,15.1,38,,Carlos Oliveira
CLI553,Marcos Vinicius da Paz,2024-06-22,Industrial,"Praça da Cunha, 252",Satelite,Cirino Grande,AL,08036899,8777.7,Boleto,0,,Feira/Evento,3,Ad et perspiciatis provident necessitatibus modi facilis.,10.8,31,,Bruno Silva
CLI554,Heitor Pinto,2024-05-08,Residencial,"Aeroporto de da Conceição, 1963",Conjunto Lagoa,Garcia de Goiás,CE,89117-721,64148.01,À Vista,0,,Parceria,1,,6.0,15,,Diana Santos
CLI555,Théo Borges,2024-04-11,Industrial,"Parque Silva, 1720",Vila Jardim Montanhes,Rodrigues,RR,84776-023,28048.41,Cartão de Crédito,9,Visa,Parceria,5,Quia optio eligendi labore.,4.2,10,,Ana Clara
CLI556,Carlos Eduardo Brito,2025-02-23,Comercial,"Largo Garcia, 1954",Rio Branco,Pinto de Aparecida,RN,97842299,50952.34,Cartão de Crédito,6,Visa,Indicação,1,Quisquam aperiam dicta.,14.2,37,Otto Mendonça,Diana Santos
CLI557,Nicolas Viana,2024-11-02,Comercial,"Sítio Emanuelly Souza, 265",Saudade,Fogaça,RN,38081-140,78254.62,Financiamento Bancário,84,Sicoob,Parceria,3,Autem dolorem nihil.,19.8,53,,Carlos Oliveira
CLI558,Larissa Caldeira,2023-07-24,Comercial,"Praça de Mendes, 505",Santa Rita,Rezende,PA,56413746,11515.02,À Vista,0,,Google,1,Fuga velit reprehenderit dolor.,11.5,38,,Ana Clara
CLI559,Augusto Jesus,2023-11-04,Rural,"Campo Moreira, 1017",Vila Madre Gertrudes 4ª Seção,Garcia,MA,27889-267,19209.87,Financiamento Bancário,48,Itaú,Google,2,Possimus adipisci quod dolores.,9.6,24,,Fernanda Lima
CLI560,Emanuelly Souza,2024-12-22,Comercial,"Alameda de Costela, 1893",Vila Satélite,Vieira,SE,43820-747,42256.58,Boleto,0,,Indicação,3,Quis enim at.,3.0,9,Eduarda Pacheco,Ana Clara
CLI561,Diego Nunes,2023-07-01,Residencial,"Residencial Costa, 1993",Conjunto Lagoa,Porto,RJ,54999-016,74876.69,Financiamento Bancário,60,Banco do Brasil,Feira/Evento,2,Unde ab consectetur ratione.,5.1,14,,Diana Santos
CLI562,Maria Flor Cavalcante,2025-05-24,Residencial,"Praia de Campos, 1707",Dona Clara,Moreira,MG,57467734,33472.85,Boleto,0,,Parceria,3,,10.2,29,,Diana Santos
CLI563,Kevin Siqueira,2023-07-30,Residencial,"Rodovia Viana, 1781",Cinquentenário,da Cruz,PE,80032-810,21102.04,Cartão de Crédito,6,Elo,Site da Empresa,2,Facilis non itaque sint culpa a.,4.4,12,,Ana Clara
CLI564,Thomas Monteiro,2025-04-21,Rural,"Praia de Teixeira, 954",Vila Tirol,Costela,PR,45986-438,33242.37,À Vista,0,,Panfleto,5,Accusamus numquam tenetur.,6.7,17,,Eduardo Costa
CLI565,Mariana Almeida,2023-08-28,Residencial,"Sítio Theo da Rosa, 853",Nova Vista,Nascimento,RS,63622-236,55107.54,Boleto,0,,Mídias Sociais,5,Minus alias nemo ullam iste.,15.6,53,,Ana Clara
CLI566,Henrique da Conceição,2023-10-23,Residencial,"Rua João Gabriel Cavalcanti, 1136",Venda Nova,Souza do Campo,SC,64633921,20722.69,Boleto,0,,Outro,4,Dolor eius sint explicabo.,2.9,9,,Carlos Oliveira
CLI567,Augusto Montenegro,2024-09-02,Rural,"Viela Pereira, 1730",Vila Nossa Senhora Do Rosário,Jesus,PB,07998-939,74372.34,À Vista,0,,Parceria,4,Fugiat voluptatibus veniam aliquid.,9.8,31,,Eduardo Costa
CLI568,Hadassa da Cruz,2023-07-30,Residencial,"Estação Casa Grande, 282",Conjunto Celso Machado,da Mota,MG,09114-766,20884.74,À Vista,0,,Parceria,5,Modi similique consequuntur minus.,4.8,13,,Bruno Silva
CLI569,Gabrielly Rodrigues,2024-05-31,Comercial,"Esplanada Cunha, 178",Trevo,Porto,RJ,84125-847,25215.55,Boleto,0,,Google,2,Quam ducimus sequi id cupiditate.,2.2,5,,Bruno Silva
CLI570,Vitor Hugo Moraes,2025-04-18,Residencial,"Campo Lopes, 1665",Jardim Atlântico,Lima,AC,46185-225,77114.58,Financiamento Bancário,36,Santander,Google,5,Quos doloribus laboriosam omnis.,9.9,32,,Eduardo Costa
CLI571,Alícia Cunha,2023-08-20,Industrial,"Campo Luna Moreira, 1161",Novo São Lucas,Costela das Flores,SP,92398127,75612.34,À Vista,0,,Outro,2,Aliquid possimus facere ab consequatur repudiandae.,17.9,53,,Ana Clara
CLI572,Dr. Pedro Lucas Garcia,2024-02-14,Industrial,"Favela Luiz Otávio Leão, 1808",Baleia,Aparecida do Sul,CE,18241080,74472.94,Boleto,0,,Panfleto,5,,18.3,46,,Diana Santos
CLI573,Ester Barros,2024-01-18,Residencial,"Alameda de Abreu, 576",Cdi Jatoba,Abreu,BA,99197-952,64047.77,Financiamento Bancário,24,Nubank,Indicação,3,Deleniti soluta provident facere labore doloremque.,12.3,36,Ana Vitória da Cruz,Ana Clara
CLI574,Aurora Novaes,2024-07-28,Residencial,"Pátio de da Cruz, 812",Vila Atila De Paiva,Cavalcante,MG,70154849,19064.18,Cartão de Crédito,6,Visa,Feira/Evento,2,,6.5,17,,Fernanda Lima
CLI575,Ravy da Rocha,2025-05-17,Industrial,"Jardim Maya Pires, 1437",Estrela,Viana,PR,75935-372,56645.99,Boleto,0,,Panfleto,5,Nulla corrupti illo id modi error officia.,16.7,53,,Fernanda Lima
CLI576,Sra. Cecília Cavalcante,2025-05-28,Comercial,"Lagoa Brito, 1432",Conjunto Paulo Vi,Andrade,ES,35632983,40642.03,À Vista,0,,Parceria,5,,2.7,8,,Carlos Oliveira
CLI577,Maria Luísa Silva,2024-06-22,Residencial,"Via Emilly Pereira, 130",Paquetá,Vargas,AP,59077-697,69140.37,Boleto,0,,Indicação,2,,15.8,53,Amanda Aragão,Diana Santos
CLI578,Dra. Joana Dias,2023-09-21,Rural,"Núcleo Gustavo Sousa, 1352",Independência,da Conceição de Ferreira,PR,27974066,19638.24,Cartão de Crédito,12,Visa,Feira/Evento,1,Omnis necessitatibus voluptas possimus nostrum consectetur.,15.2,38,,Fernanda Lima
CLI579,João Siqueira,2023-09-09,Industrial,"Alameda Mariana Dias, 1346",Vila Santa Rosa,Pinto de Araújo,ES,64690-840,9082.06,Boleto,0,,Outro,2,,4.5,12,,Carlos Oliveira
CLI580,Vitor Gabriel Rodrigues,2023-12-22,Rural,"Largo da Conceição, 731",Vila Sesc,Teixeira Paulista,MT,27571345,40219.39,Boleto,0,,Outro,3,Excepturi itaque dolor eligendi dicta fugiat veritatis.,15.7,43,,Ana Clara
CLI581,Milena Dias,2024-05-11,Rural,"Ladeira de Dias, 439",Ápia,Cavalcante,AP,97132543,11951.83,À Vista,0,,Feira/Evento,5,Incidunt commodi deleniti iusto.,2.9,9,,Eduardo Costa
CLI582,Natália Rocha,2024-02-06,Residencial,"Conjunto de Cunha, 846",Ipe,Peixoto de Goiás,GO,30856252,50261.15,Boleto,0,,Mídias Sociais,3,Ea voluptatibus accusamus amet.,15.1,51,,Diana Santos
CLI583,Jade Nunes,2024-06-17,Comercial,"Condomínio de Fogaça, 1055",Vila Dos Anjos,Vargas,SE,28629820,26569.96,Cartão de Crédito,12,Mastercard,Google,3,Esse dignissimos veniam doloremque fugit ipsa accusamus blanditiis.,9.7,25,,Carlos Oliveira
CLI584,Alice Castro,2025-05-30,Residencial,"Vila Barros, 350",Vila Pilar,Freitas da Mata,RS,96184-702,68932.61,Financiamento Bancário,72,Caixa Econômica Federal,Google,2,Corporis nam molestias ex.,5.9,19,,Diana Santos
CLI585,Dr. Francisco Cirino,2024-02-13,Residencial,"Favela de Ramos, 1854",Tupi B,Monteiro dos Dourados,SE,29262-505,79012.96,Boleto,0,,Parceria,3,Aspernatur corporis illo eligendi aperiam assumenda incidunt.,2.7,8,,Carlos Oliveira
CLI586,Srta. Daniela Aragão,2024-01-09,Rural,"Aeroporto Farias, 1241",Itapoa,Garcia,AM,75877174,35274.7,Financiamento Bancário,24,Banco do Brasil,Feira/Evento,3,Tenetur architecto a quos tempore aspernatur maiores laudantium.,18.8,53,,Diana Santos
CLI587,Rael Vargas,2024-03-31,Rural,"Área Sales, 602",Vila Antena Montanhês,Lima,GO,30062660,11422.19,Boleto,0,,Outro,4,Reiciendis soluta eos commodi.,15.1,49,,Ana Clara
CLI588,Luana Nascimento,2023-10-23,Rural,"Ladeira de Guerra, 1822",Mariano De Abreu,Freitas,PR,85709213,55142.26,Financiamento Bancário,60,Itaú,Outro,2,Soluta commodi voluptate incidunt esse cum.,5.8,14,,Diana Santos
CLI589,Luiz Gustavo Campos,2023-08-11,Residencial,"Loteamento Brayan Mendonça, 263",Madre Gertrudes,Rios,RN,23047-111,70486.67,Boleto,0,,Indicação,4,,17.7,53,Henrique Garcia,Fernanda Lima
CLI590,Alice Ferreira,2023-12-27,Comercial,"Campo de Albuquerque, 912",João Paulo Ii,Pastor de Lopes,RN,83680238,45002.03,Cartão de Crédito,12,Elo,Mídias Sociais,4,,15.6,39,,Fernanda Lima
CLI591,Julia Machado,2023-10-28,Rural,"Chácara da Mata, 1975",Vila Nova Gameleira 3ª Seção,Fonseca,MG,54069-148,41066.9,Financiamento Bancário,36,Caixa Econômica Federal,Panfleto,1,Voluptatum at accusantium incidunt unde.,8.0,22,,Bruno Silva
CLI592,Brenda Rocha,2024-01-31,Rural,"Trevo Ana Laura Borges, 1606",Mangabeiras,Moreira,MT,00310095,19109.66,À Vista,0,,Feira/Evento,2,Ullam modi doloremque natus.,14.6,43,,Carlos Oliveira
CLI593,Ágatha Leão,2024-05-29,Industrial,"Feira Luiz Otávio Cavalcanti, 1590",Fazendinha,Costa da Praia,PB,70140794,51080.03,Boleto,0,,Parceria,4,Culpa ipsa amet sit.,3.0,7,,Ana Clara
CLI594,Enrico Farias,2023-08-28,Comercial,"Chácara de Vargas, 1852",Taquaril,Leão,PB,51121048,62790.02,Boleto,0,,Parceria,2,,18.2,47,,Carlos Oliveira
CLI595,Josué Rodrigues,2024-02-08,Comercial,"Morro João Lucas da Rosa, 1754",São Gonçalo,Fogaça de Rodrigues,ES,92415-406,40489.34,À Vista,0,,Outro,5,,13.6,36,,Fernanda Lima
CLI596,Sara da Rosa,2024-10-06,Residencial,"Ladeira Pereira, 289",Petropolis,Lima de Moura,RS,47569697,38628.21,Cartão de Crédito,6,Mastercard,Google,4,Quas a excepturi at sint repellendus ullam.,5.9,15,,Ana Clara
CLI597,Maya Ramos,2024-04-04,Industrial,"Lago Bianca Nascimento, 1536",Universo,Macedo,PI,91022992,38323.48,À Vista,0,,Panfleto,4,Laboriosam recusandae quaerat fuga quidem nostrum harum.,12.4,33,,Bruno Silva
CLI598,Ryan Guerra,2025-03-02,Rural,"Fazenda Alexia Leão, 1399",Engenho Nogueira,da Paz do Oeste,AL,34287-327,36684.56,Boleto,0,,Google,2,Numquam vero error consectetur laudantium corporis.,16.5,46,,Bruno Silva
CLI599,João Guilherme Campos,2023-09-04,Residencial,"Lago Bella Casa Grande, 825",João Paulo Ii,Sales,PB,57170052,78535.04,À Vista,0,,Indicação,3,,15.2,50,Mathias Nascimento,Fernanda Lima
CLI600,Noah Farias,2024-02-13,Comercial,"Parque Maya Siqueira, 730",Coração De Jesus,Souza,ES,72059-788,52715.41,Cartão de Crédito,9,Elo,Feira/Evento,1,Necessitatibus nesciunt quos iste.,13.1,38,,Fernanda Lima
CLI601,Miguel da Paz,2024-04-30,Rural,"Parque de Leão, 370",Flavio Marques Lisboa,Peixoto da Mata,RN,69574-293,47920.26,À Vista,0,,Site da Empresa,1,Fugit expedita eligendi perferendis harum sed.,10.3,30,,Fernanda Lima
CLI602,Mariah Ribeiro,2023-06-21,Industrial,"Campo Fonseca, 1600",Santo André,da Mota de Peixoto,MG,86847-797,7198.36,Financiamento Bancário,60,Caixa Econômica Federal,Feira/Evento,3,,5.8,19,,Bruno Silva
CLI603,Gustavo Abreu,2025-03-14,Industrial,"Conjunto de Costa, 458",Dom Joaquim,Novais de Cardoso,AM,02313714,75537.93,Cartão de Crédito,3,Elo,Google,5,Commodi eius reiciendis hic reprehenderit similique.,18.0,51,,Carlos Oliveira
CLI604,Mateus Araújo,2024-04-29,Comercial,"Loteamento Davi Ramos, 1129",Nova Cintra,Borges,MG,93444-424,76732.9,Boleto,0,,Indicação,4,Ratione optio natus qui alias quisquam blanditiis.,3.9,9,Maysa Albuquerque,Ana Clara
CLI605,Dr. Anthony Aragão,2024-09-25,Rural,"Loteamento de Brito, 944",São Sebastião,Duarte,RS,91901988,23000.88,Boleto,0,,Site da Empresa,3,,11.9,35,,Fernanda Lima
CLI606,Laís Farias,2025-02-07,Industrial,"Ladeira de da Cruz, 946",Vila Formosa,Macedo Grande,PI,58176-047,44171.92,Financiamento Bancário,72,Caixa Econômica Federal,Site da Empresa,3,Nisi corporis optio.,4.9,14,,Bruno Silva
CLI607,Sra. Emanuella Sousa,2024-02-17,Comercial,"Lagoa Gabriel Nunes, 1972",Vila Trinta E Um De Março,Aparecida do Amparo,PR,49663152,16180.47,Boleto,0,,Site da Empresa,1,Sint voluptatem deserunt ipsa excepturi exercitationem.,15.3,38,,Fernanda Lima
CLI608,Yasmin da Costa,2024-07-04,Comercial,"Parque Azevedo, 1368",Pedreira Padro Lopes,Camargo,PB,20149-829,9948.55,Cartão de Crédito,12,Visa,Outro,1,Necessitatibus fugiat laboriosam est numquam.,3.1,8,,Bruno Silva
CLI609,Heloisa Moreira,2023-12-23,Comercial,"Aeroporto de da Cunha, 648",Colégio Batista,Souza de Lopes,SC,19010352,20565.28,À Vista,0,,Google,1,Culpa est non accusamus.,7.9,25,,Ana Clara
CLI610,Lavínia Nascimento,2023-07-24,Residencial,"Trecho de Sales, 115",São Cristóvão,Silva Verde,PB,48349-351,26741.8,Financiamento Bancário,24,Sicoob,Parceria,3,Numquam molestiae consequatur quis voluptas corporis praesentium.,17.6,56,,Ana Clara
CLI611,Henry da Rocha,2024-01-21,Rural,"Campo de Pimenta, 553",Rio Branco,Alves da Mata,AM,17456088,56526.79,Boleto,0,,Panfleto,4,,5.0,16,,Ana Clara
CLI612,Vitor Gabriel Mendonça,2025-02-22,Residencial,"Parque de Dias, 780",Urca,Sousa de Pacheco,PE,18726682,32262.02,Cartão de Crédito,9,Visa,Google,4,,5.9,16,,Eduardo Costa
CLI613,Natália Moura,2024-01-30,Industrial,"Praia Gonçalves, 203",Vila Piratininga,Fernandes Grande,SC,62945976,10936.81,Boleto,0,,Outro,1,Neque quaerat ipsum dolores iusto.,5.8,15,,Eduardo Costa
CLI614,Asafe Fonseca,2024-03-22,Rural,"Área de Abreu, 208",Nova Gameleira,da Conceição das Pedras,RS,89767478,42960.75,Financiamento Bancário,84,Nubank,Panfleto,4,Explicabo ex deserunt magni.,16.9,52,,Carlos Oliveira
CLI615,Arthur Miguel Lima,2023-11-10,Comercial,"Via Nunes, 1990",Vila Santa Rosa,Vieira do Sul,PR,65597-489,77517.36,À Vista,0,,Feira/Evento,4,Corrupti delectus sed minima.,10.7,32,,Ana Clara
CLI616,Luiz Miguel Lopes,2024-07-21,Residencial,"Sítio Aylla Moreira, 210",Nova Esperança,Gonçalves,CE,51756-850,63287.82,À Vista,0,,Google,2,,2.9,9,,Ana Clara
CLI617,Rafael da Cruz,2023-12-18,Comercial,"Lagoa Fogaça, 1251",Vila Nova Dos Milionarios,da Mota,AC,45892461,47200.1,Financiamento Bancário,36,Itaú,Parceria,5,Necessitatibus ea fugit quae.,16.8,46,,Bruno Silva
CLI618,Vicente da Conceição,2024-11-28,Rural,"Viaduto Luiza Castro, 894",Satelite,Fernandes,RJ,27463581,46324.89,À Vista,0,,Panfleto,1,Repellat omnis unde harum expedita debitis.,8.4,26,,Eduardo Costa
CLI619,André Mendonça,2024-08-28,Rural,"Núcleo Cassiano, 711",Vila Havaí,da Paz da Mata,MG,38933635,75954.46,Cartão de Crédito,3,Visa,Panfleto,4,,9.2,26,,Eduardo Costa
CLI620,Gustavo Henrique Siqueira,2023-07-02,Comercial,"Rodovia Maitê Oliveira, 1350",Jardim Felicidade,Pacheco,CE,87133-509,19936.64,Financiamento Bancário,36,Caixa Econômica Federal,Parceria,2,,9.3,31,,Eduardo Costa
CLI621,Rafael Rocha,2025-03-26,Comercial,"Estrada de Barros, 931",Vila São Gabriel Jacui,Novais,PE,93860-556,21708.04,Boleto,0,,Site da Empresa,4,,18.3,52,,Eduardo Costa
CLI622,Davi Lucas Vargas,2025-04-09,Residencial,"Praça de Monteiro, 1164",Barão Homem De Melo 2ª Seção,Duarte,ES,94725-834,49300.72,Boleto,0,,Site da Empresa,3,Sed quos cupiditate expedita amet assumenda eveniet.,19.6,63,,Diana Santos
CLI623,Sr. Oliver Rios,2023-08-20,Comercial,"Núcleo Maria Luiza da Conceição, 1079",Belvedere,Costela das Flores,DF,27748259,65148.14,À Vista,0,,Parceria,2,,8.4,24,,Ana Clara
CLI624,Benicio Moura,2024-09-10,Comercial,"Área de Souza, 103",Urca,Alves Paulista,CE,09662731,37328.07,Cartão de Crédito,6,Mastercard,Feira/Evento,5,,14.5,37,,Eduardo Costa
CLI625,Ester Viana,2025-02-06,Comercial,"Jardim Yan Silva, 1204",Castelo,Costela do Amparo,RN,47152763,5385.75,Financiamento Bancário,60,Itaú,Site da Empresa,4,Dolor maiores accusantium error.,7.0,18,,Carlos Oliveira
CLI626,Pedro Miguel Viana,2024-11-19,Industrial,"Núcleo Theodoro Farias, 1438",Betânia,Casa Grande de Ramos,SE,76647407,71161.9,Boleto,0,,Google,5,Rerum fuga maiores vel.,10.8,37,,Diana Santos
CLI627,Davi Luiz Camargo,2025-01-16,Residencial,"Parque de Sampaio, 269",Alta Tensão 1ª Seção,Araújo das Flores,PB,73135307,20423.29,À Vista,0,,Panfleto,1,,10.1,33,,Eduardo Costa
CLI628,Carlos Eduardo Silveira,2023-10-21,Industrial,"Chácara Diogo Andrade, 1062",Frei Leopoldo,Leão do Galho,AL,16777-139,49358.63,Cartão de Crédito,6,Visa,Outro,4,Reiciendis quidem autem inventore nesciunt quas explicabo.,6.7,19,,Fernanda Lima
CLI629,Dr. Leandro da Rocha,2024-01-17,Rural,"Trevo Moreira, 503",Boa União 1ª Seção,Ribeiro de Aparecida,MS,67589-365,78024.35,Financiamento Bancário,60,Itaú,Mídias Sociais,5,,5.2,13,,Bruno Silva
CLI630,Bella Machado,2023-09-23,Residencial,"Travessa Silveira, 1188",Conjunto Jardim Filadélfia,Câmara,RS,99517308,69457.26,Boleto,0,,Parceria,2,Perferendis ab officiis doloribus.,18.2,52,,Bruno Silva
CLI631,Helena Costela,2024-06-03,Industrial,"Rua Maria Julia Guerra, 1322",Vila Santo Antônio Barroquinha,Mendes do Norte,SE,78538613,14497.01,Boleto,0,,Indicação,2,Dolor maxime numquam tempora neque officiis fugit.,19.7,55,Fernanda da Rosa,Fernanda Lima
CLI632,Ana Lívia Sales,2025-03-09,Industrial,"Praia Erick Pimenta, 249",Vila Nova Paraíso,da Rosa,SE,25723189,42851.95,Cartão de Crédito,3,Elo,Panfleto,5,Harum nesciunt repellendus exercitationem.,10.7,35,,Diana Santos
CLI633,Josué da Paz,2024-06-03,Comercial,"Jardim de Brito, 1975",Camargos,Marques do Galho,AM,94311-183,40995.96,Cartão de Crédito,6,Visa,Panfleto,2,Vel sequi nobis fuga atque nulla itaque.,13.8,42,,Eduardo Costa
CLI634,Zoe Porto,2023-07-09,Comercial,"Alameda de Fogaça, 1172",Alta Tensão 1ª Seção,da Rosa,SE,75684163,31576.09,Cartão de Crédito,12,Elo,Outro,4,Ullam error a magni ipsum nisi est.,9.0,27,,Fernanda Lima
CLI635,Sra. Joana Nunes,2024-02-03,Industrial,"Via de Fogaça, 1490",Vila Nova Paraíso,Peixoto da Praia,MA,32864863,43167.73,Boleto,0,,Mídias Sociais,4,,17.2,51,,Eduardo Costa
CLI636,Agatha Dias,2025-05-02,Residencial,"Colônia Pimenta, 1976",Vila Primeiro De Maio,Souza do Norte,ES,11024-942,6311.63,Cartão de Crédito,12,Visa,Google,3,Placeat ullam modi sint.,7.0,22,,Eduardo Costa
CLI637,João Lucas Moreira,2023-06-10,Rural,"Rua de Mendes, 1152",Barão Homem De Melo 2ª Seção,Aparecida Verde,SC,30060-417,15098.83,À Vista,0,,Indicação,3,Modi placeat aut facilis.,11.1,28,Vinícius Cardoso,Fernanda Lima
CLI638,Vicente Melo,2024-05-03,Rural,"Núcleo de Pinto, 677",Conjunto Serra Verde,Fogaça do Oeste,SC,31286654,41442.99,Boleto,0,,Mídias Sociais,5,Rem animi voluptatum minus delectus.,19.1,63,,Bruno Silva
CLI639,Marcela Ribeiro,2025-01-14,Residencial,"Sítio de Cavalcanti, 277",Vera Cruz,Cassiano,PA,06302810,74028.65,Boleto,0,,Parceria,1,Voluptate rem voluptas ullam quam doloremque.,15.4,40,,Ana Clara
CLI640,Francisco da Costa,2023-12-28,Comercial,"Colônia Alexia Vieira, 1144",Vila Atila De Paiva,da Conceição,SP,38296189,9238.1,Boleto,0,,Panfleto,2,Ullam nulla animi mollitia quas cum perspiciatis quasi.,15.2,50,,Carlos Oliveira
CLI641,Maria Cecília Barbosa,2024-10-08,Residencial,"Avenida Nicolas Sousa, 672",Serra Verde,Rios das Flores,AC,66471-306,48343.37,À Vista,0,,Site da Empresa,5,Facere quod corporis pariatur aliquam dolor officia.,2.5,7,,Eduardo Costa
CLI642,Maria Alice Vargas,2023-11-19,Comercial,"Setor Carlos Eduardo Novaes, 1198",Planalto,Aparecida,ES,54324-903,9774.71,Boleto,0,,Feira/Evento,3,,8.9,30,,Bruno Silva
CLI643,Diogo Freitas,2023-09-29,Industrial,"Setor Nathan Leão, 1068",Vila Minaslandia,Machado dos Dourados,DF,44369385,16068.39,À Vista,0,,Parceria,3,Iure placeat officia ut animi est.,13.8,38,,Eduardo Costa
CLI644,Lívia Lopes,2025-05-31,Residencial,"Vereda Sá, 977",Ouro Minas,Leão de Siqueira,RS,37204-102,57706.44,Cartão de Crédito,12,Mastercard,Google,2,,13.9,39,,Ana Clara
CLI645,Bento Peixoto,2024-05-30,Comercial,"Estação Souza, 1767",Pindura Saia,Ramos,RJ,37866618,11642.75,Financiamento Bancário,84,Sicoob,Mídias Sociais,1,,6.8,18,,Bruno Silva
